title	type	url_slug	venue	date	location	talk_url	description
Drones To Robots, The Road To Make Technologies More Accessible	Seminar	ri-Seminar	CMU	2017-03-03	Pittsburgh	https://www.youtube.com/watch?v=qRMCd7mLmmo	A seminar talk I gave at CMU before I attended CMU as a PhD student.
